#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  UGC11740                | UGC11740,SDSSJ212614.36+094752.5,SDSSJ212614.35+094752.4,PGC066752,MCG+02-54-026,CGCG426-053,2MFGC16228,2MASXJ21261433+0947528                                                                                                                                                                                       |     66752 |  34.88 |    NaN |   21.43732 |    9.79792 |     6432 |        2 |     6438 |        9 |     6518 |  120.2 |   80.2 |     0.51 |     0.03 | Sb    |      |       |           |             |   3.0 |   2.0 |     1.06 |     0.05 | 171.63 |   7.47 | 174.19 |   7.60 |    NaN |    NaN |    NaN |   0.20 |  13.95 |    NaN |    NaN |  13.43 |
  UGC11792                | UGC11792,RFGC3797,PGC067201,FGC2337,CGCG402-016                                                                                                                                                                                                                                                                      |     67201 |  34.24 |    NaN |   21.70350 |    5.61532 |     4812 |        5 |     4812 |        5 |     4872 |  160.3 |   90.0 |     0.74 |     0.03 | Sc    |      |       |           |             |   5.8 |   0.5 |     1.13 |     0.03 | 162.46 |   6.02 | 162.46 |    NaN |  15.98 |   0.25 |    NaN |   0.60 |  13.60 |    NaN |    NaN |  12.75 |
  NGC7194                 | UGC11888,SDSSJ220330.93+123812.4,PGC067945,NGC7194,MCG+02-56-008,IRAS22011+1224,CGCG428-024,2MASXJ22033093+1238124                                                                                                                                                                                                   |     67945 |  35.40 |    NaN |   22.05858 |   12.63687 |     8139 |       50 |      NaN |      NaN |     8225 |   17.6 |   82.6 |     0.17 |     0.04 | E     |      |       |           |             |  -4.9 |   0.4 |     1.12 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.25 |  13.95 |    NaN |    NaN |  12.37 |
  NGC7311                 | UGC12080,PGC069172,NGC7311,MCG+01-57-009,CGCG404-022,2MASXJ22340676+0534131                                                                                                                                                                                                                                          |     69172 |  34.11 |  33.76 |   22.56854 |    5.57031 |     4539 |        5 |     4540 |        5 |     4580 |   11.0 |   67.8 |     0.33 |     0.03 | Sab   |      |       |           |             |   2.0 |   0.3 |     1.17 |     0.04 | 233.21 |   6.38 | 251.85 |   6.96 |  15.79 |   0.25 |    NaN |   0.57 |  12.48 |    NaN |    NaN |    NaN |
  NGC7321                 | UGC12103,PGC069287,NGC7321,MCG+03-57-021,IRAS22340+2121,CGCG452-031,2MASXJ22362802+2137186                                                                                                                                                                                                                           |     69287 |  35.12 |    NaN |   22.60779 |   21.62158 |     7143 |        3 |     7143 |        5 |     7259 |   17.7 |   48.7 |     0.16 |     0.03 | SBb   | B    | R     |           |             |   3.1 |   0.4 |     1.15 |     0.04 | 197.07 |   5.44 | 262.30 |   7.53 |  15.55 |   0.09 |  13.17 |   0.20 |  13.42 |    NaN |    NaN |  11.79 |
  PGC069310               | SDSSJ223649.85+142313.0,SDSSJ223649.85+142312.9,PGC069310,NPM1G+14.0550,MCG+02-57-004,CGCG429-012,AGC320271,2MASXJ22364987+1423129                                                                                                                                                                                   |     69310 |  34.45 |    NaN |   22.61385 |   14.38692 |     5261 |       33 |     5379 |        6 |     5343 |    4.7 |   90.0 |     0.32 |     0.07 | E-S0  |      |       |           |             |  -3.0 |   2.4 |     0.92 |     0.17 | 113.58 |   8.44 | 113.58 |    NaN |  17.30 |   0.30 |    NaN |   0.29 |  15.34 |    NaN |    NaN |  13.96 |
  UGC12127                | [RC2]A2236+35,[MLO2002]J223829.4+351950,UGC12127,PGC069385,MCG+06-49-058,CGCG514-080,ARK561,2MASXJ22382946+3519400                                                                                                                                                                                                   |     69385 |  35.46 |    NaN |   22.64149 |   35.33068 |     8285 |       19 |      NaN |      NaN |     8458 |    NaN |    0.0 |     0.00 |     0.06 | E     |      |       |           |             |  -4.9 |   0.4 |     1.16 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.33 |  14.47 |    NaN |    NaN |    NaN |
  UGC12185                | UGC12185,PGC069718,MCG+05-53-015,CGCG495-025,AGC012185,2MASXJ22472506+3122247                                                                                                                                                                                                                                        |     69718 |  34.98 |    NaN |   22.79029 |   31.37353 |     6636 |        8 |     6629 |        6 |     6791 |  150.2 |   67.1 |     0.33 |     0.03 | SBab  | B    | R     |           |             |   2.5 |   0.7 |     1.15 |     0.04 | 199.04 |   7.81 | 216.01 |   8.54 |  16.00 |   0.25 |    NaN |   0.26 |  14.00 |    NaN |    NaN |    NaN |
  UGC12224                | UGC12224,PGC069898,MCG+01-58-011,KIG0992,IRAS22500+0549,HIPASSJ2252+06,CGCG405-012,AGC012224,2MIG3095,2MASXJ22523829+0605372                                                                                                                                                                                         |     69898 |  33.56 |    NaN |   22.87730 |    6.09367 |     3506 |        1 |     3506 |        4 |     3543 |   46.5 |   29.6 |     0.06 |     0.02 | Sc    |      |       |           | D           |   5.9 |   0.5 |     1.17 |     0.04 |  81.22 |   1.77 | 164.69 |   4.10 |  15.19 |   0.14 |    NaN |   0.38 |  14.58 |    NaN |    NaN |    NaN |
  NGC7433                 | VV084:,SRGb016.017,PGC070123,NGC7436B,NGC7433,MCG+04-54-005,KAZ316:,CGCG475-008:                                                                                                                                                                                                                                     |     70123 |  35.26 |    NaN |   22.96558 |   26.14972 |     7599 |       23 |      NaN |      NaN |     7728 |   98.3 |   74.3 |     0.47 |     0.07 | Sbc   |      |       | M         |             |   4.4 |   2.5 |     0.86 |     0.17 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.40 |  12.76 |    NaN |    NaN |    NaN |
  UGC12274                | UGC12274,SRGb016.024,PGC070140,MCG+04-54-010,CGCG475-011,2MASXJ22581956+2603431                                                                                                                                                                                                                                      |     70140 |  35.27 |    NaN |   22.97210 |   26.06197 |     7652 |       20 |      NaN |      NaN |     7781 |  142.2 |   81.0 |     0.48 |     0.03 | Sab   |      |       |           |             |   2.0 |   2.0 |     1.13 |     0.04 | 180.87 |   9.06 | 183.12 |   9.20 |  18.01 |   0.17 |    NaN |   0.44 |  14.12 |    NaN |    NaN |    NaN |
  NGC7489                 | UGC12378,PGC070532,NGC7489,MCG+04-54-028,IRAS23050+2243,CGCG475-038,AGC012378,2MASXJ23073271+2259527                                                                                                                                                                                                                 |     70532 |  34.83 |    NaN |   23.12575 |   22.99797 |     6240 |        3 |     6240 |        4 |     6351 |  165.2 |   59.0 |     0.27 |     0.02 | Sc    |      |       |           |             |   6.4 |   0.8 |     1.08 |     0.05 | 165.03 |   4.42 | 192.62 |   5.23 |  14.79 |   0.14 |  12.83 |   0.99 |  12.91 |    NaN |    NaN |  11.98 |
  NGC7550                 | UGC12456,PGC070830,NGC7550,MCG+03-59-015,HCG093A,CGCG454-012,ARP099:,2MASXJ23151609+1857409                                                                                                                                                                                                                          |     70830 |  34.40 |    NaN |   23.25447 |   18.96136 |     5121 |       22 |      NaN |      NaN |     5211 |    NaN |   16.5 |     0.01 |     0.05 | E-S0  |      |       |           |             |  -3.1 |   0.5 |     1.16 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.59 |  12.50 |    NaN |    NaN |    NaN |
  NGC7549                 | UGC12457,SDSSJ231517.27+190230.4,SDSSJ231517.26+190230.3,PGC070832,NGC7549,MCG+03-59-014,KUG2312+187,IRAS23127+1846,HCG093B,CGCG454-013,ARP099:,2MASXJ23151728+1902299                                                                                                                                               |     70832 |  34.21 |    NaN |   23.25480 |   19.04178 |     4697 |        8 |     4686 |        4 |     4787 |   33.0 |   68.4 |     0.39 |     0.04 | Sc    | B    |       |           |             |   5.9 |   0.8 |     1.27 |     0.03 | 112.13 |   4.20 | 120.60 |   4.56 |  16.41 |   0.09 |  12.31 |   0.63 |  12.75 |    NaN |    NaN |  12.50 |
  NGC7591                 | UGC12486,PGC070996,NGC7591,MCG+01-59-038,IRAS23157+0618,HIPASSJ2317+06,CGCG406-053,AGC012486,2MASXJ23181627+0635087                                                                                                                                                                                                  |     70996 |  34.30 |  33.72 |   23.30452 |    6.58575 |     4955 |        3 |     4955 |        3 |     4984 |  147.3 |   66.9 |     0.35 |     0.02 | SBbc  | B    |       |           |             |   3.6 |   0.6 |     1.21 |     0.03 | 194.30 |   3.16 | 211.21 |   3.49 |  14.20 |   0.15 |  10.95 |   0.45 |  12.87 |   0.07 |   0.64 |  11.68 |
  UGC12494                | UGC12494,PGC071034,MCG+01-59-040,CGCG406-059,AGC012494,2MASXJ23185260+0652380                                                                                                                                                                                                                                        |     71034 |  33.95 |  33.33 |   23.31461 |    6.87722 |     4208 |        4 |     4208 |        5 |     4239 |   34.3 |   76.8 |     0.55 |     0.03 | Scd   | B    |       | M         |             |   6.7 |   0.9 |     1.15 |     0.03 |  91.57 |   1.53 |  94.06 |   1.58 |  15.58 |   0.21 |    NaN |   0.45 |  13.76 |  -0.25 |   0.35 |  13.65 |
  IC5309                  | UGC12498,PGC071051,MCG+01-59-042,IRAS23166+0750,IC5309,CGCG406-061,AGC012498,2MASXJ23191163+0806335                                                                                                                                                                                                                  |     71051 |  33.95 |  33.33 |   23.31990 |    8.10931 |     4188 |        5 |     4183 |        4 |     4225 |   25.0 |   65.5 |     0.32 |     0.03 | Sb    |      |       |           |             |   3.1 |   0.4 |     1.11 |     0.03 | 126.73 |   3.68 | 139.32 |   4.09 |  16.46 |   0.14 |  13.60 |   0.34 |  13.54 |   0.01 |   0.65 |  12.42 |
  NGC7608                 | UGC12500,PGC071055,NGC7608,MCG+01-59-044,LGG473:[G93]004,CGCG406-062,AGC012500,2MFGC17510,2MASXJ23191533+0821005                                                                                                                                                                                                     |     71055 |  33.56 |  33.17 |   23.32092 |    8.35007 |     3522 |        7 |     3521 |        6 |     3560 |   18.8 |   81.7 |     0.56 |     0.02 | Sbc   |      |       |           |             |   3.7 |   1.3 |     1.16 |     0.04 | 131.83 |   4.77 | 133.22 |   4.83 |  16.28 |   0.23 |    NaN |   0.31 |  13.83 |   0.03 |   0.61 |  12.70 |
  UGC12519                | UGC12519,PGC071102,MCG+03-59-037,KUG2317+156,IRAS23175+1540,CGCG454-040,AGC012519,2MFGC17524,2MASXJ23200274+1557097                                                                                                                                                                                                  |     71102 |  34.05 |  33.40 |   23.33411 |   15.95273 |     4377 |        3 |     4377 |        4 |     4451 |  157.0 |   76.6 |     0.51 |     0.03 | SBbc  | B    |       |           |             |   4.5 |   1.5 |     1.13 |     0.04 | 145.20 |   4.48 | 149.24 |   4.62 |  15.84 |   0.07 |  13.00 |   0.18 |  13.36 |    NaN |    NaN |  12.55 |
  NGC7625                 | VV280,UGC12529,PGC071133,NGC7625,MCG+03-59-038,KUG2317+169,IRAS23179+1657,HIPASSJ2320+17,CGCG454-043,ARP212,AGC012529,3ZW102,2MASXJ23203013+1713321                                                                                                                                                                  |     71133 |  32.02 |    NaN |   23.34171 |   17.22561 |     1631 |        1 |     1627 |        3 |     1710 |    NaN |   15.0 |     0.01 |     0.04 | Sa    |      |       | M         |             |   1.0 |   1.1 |     1.17 |     0.05 |  73.74 |   1.86 | 285.29 |  15.12 |  14.64 |   0.11 |  10.68 |   0.11 |  12.80 |   0.13 |   0.70 |  10.82 |
  NGC7631                 | UGC12539,PGC071181,NGC7631,MCG+01-59-060,LGG473:[G93]013,CGCG406-083,AGC012539,2MASXJ23212667+0813034                                                                                                                                                                                                                |     71181 |  33.71 |  33.69 |   23.35741 |    8.21761 |     3757 |        2 |     3757 |        4 |     3793 |   78.0 |   67.7 |     0.35 |     0.04 | Sb    |      | R     |           |             |   3.1 |   0.4 |     1.27 |     0.03 | 167.86 |   2.54 | 181.42 |   2.82 |  15.98 |   0.18 |    NaN |   0.32 |  13.05 |   0.09 |   0.66 |  11.81 |
  NGC7671                 | UGC12602,PGC071478,NGC7671,MCG+02-59-044,CGCG431-069,2MASXJ23271932+1228025                                                                                                                                                                                                                                          |     71478 |  33.91 |    NaN |   23.45539 |   12.46742 |     4122 |       33 |      NaN |      NaN |     4177 |  137.0 |   74.5 |     0.28 |     0.06 | S0    |      |       |           |             |  -2.0 |   0.4 |     1.14 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.31 |  13.42 |   0.52 |   0.87 |    NaN |
  NGC7683                 | UGC12623,PGC071565,NGC7683,MCG+02-59-048,KIG1020,CGCG431-074,2MIG3163,2MASXJ23290380+1126423                                                                                                                                                                                                                         |     71565 |  33.71 |    NaN |   23.48439 |   11.44508 |     3729 |       40 |      NaN |      NaN |     3778 |  140.0 |   84.7 |     0.32 |     0.04 | S0    |      |       |           |             |  -1.9 |   0.6 |     1.29 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.32 |  13.24 |   0.59 |   0.92 |    NaN |
  UGC12653                | UGC12653,PGC071703,MCG+02-60-001,LGG477:[G93]002,CGCG432-001,AGC012653,2MFGC17664,2MASXJ23322996+1449010                                                                                                                                                                                                             |     71703 |  33.87 |    NaN |   23.54166 |   14.81696 |     4034 |        2 |     4032 |        4 |     4098 |   99.0 |   75.6 |     0.50 |     0.05 | Sc    |      |       |           |             |   4.9 |   2.3 |     1.17 |     0.09 | 118.48 |   4.08 | 122.33 |   4.24 |  15.93 |   0.09 |    NaN |   0.29 |  14.08 |    NaN |    NaN |    NaN |
  NGC7691                 | UGC12654,SDSSJ233224.44+155052.7,SDSSJ233224.42+155052.2,SDSSJ233224.41+155052.3,PGC071699,NGC7691,MCG+03-60-001,LGG477:[G93]001,IRAS23299+1534,CGCG455-009,AGC012654,2MASXJ23322441+1550520                                                                                                                         |     71699 |  33.89 |    NaN |   23.54012 |   15.84785 |     4037 |        3 |     4040 |        3 |     4106 |  160.5 |   37.0 |     0.09 |     0.02 | Sbc   | B    | R     |           |             |   4.0 |   0.3 |     1.22 |     0.04 |  99.00 |   2.51 | 164.34 |   4.47 |  15.53 |   0.09 |  13.48 |   0.27 |  13.58 |    NaN |    NaN |  12.42 |
  NGC7711                 | UGC12691,PGC071836,NGC7711,MCG+02-60-004,LGG477:[G93]003,CGCG432-007,2MASXJ23353940+1518077                                                                                                                                                                                                                          |     71836 |  33.89 |    NaN |   23.59428 |   15.30214 |     4057 |       60 |      NaN |      NaN |     4122 |   93.3 |   90.0 |     0.41 |     0.06 | S0    |      |       | M         |             |  -1.9 |   0.4 |     1.39 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.31 |  12.73 |   0.42 |   0.77 |    NaN |
  UGC12688                | VV470,UGC12688,PGC071826,MCG+01-60-007,KUG2332+070,KIG1027,IRAS23328+0702,CGCG407-017,AGC012688,2MASXJ23352611+0719196                                                                                                                                                                                               |     71826 |  34.42 |    NaN |   23.59059 |    7.32211 |     5241 |        4 |     5241 |        5 |     5267 |   88.0 |   79.3 |     0.59 |     0.03 | Sc    |      |       | M         |             |   6.0 |   2.0 |     1.18 |     0.06 | 141.63 |   6.36 | 144.11 |   6.48 |  15.39 |   0.19 |  13.35 |   0.36 |  12.91 |    NaN |    NaN |    NaN |
  UGC12723                | UGC12723,RFGC4161,PGC072035,KUG2336+105,IRAS23368+1034,FGC2522,EONJ354.850+10.850,EGISJ233924.0+105100,CGCG432-015,2MFGC17735,2MASXJ23392400+1051002                                                                                                                                                                 |     72035 |  34.52 |    NaN |   23.65666 |   10.84992 |     5478 |        6 |     5478 |        6 |     5520 |   76.7 |   90.0 |     0.68 |     0.03 | Sd    |      |       |           |             |   7.9 |   0.5 |     1.07 |     0.04 | 147.56 |   6.11 | 147.56 |    NaN |  16.76 |   0.42 |  13.42 |   0.20 |  14.28 |    NaN |    NaN |  14.42 |
  UGC12816                | [ISI96]2349+0248,UGC12816,PGC072659,MCG+00-60-056,HIPASSJ2351+03,CGCG381-056,2MASXJ23515064+0304578                                                                                                                                                                                                                  |     72659 |  34.44 |    NaN |   23.86407 |    3.08272 |     5325 |        2 |     5325 |        3 |     5324 |  145.4 |   55.9 |     0.24 |     0.03 | SABc  | B    |       |           |             |   5.8 |   0.6 |     0.95 |     0.05 | 116.40 |   3.16 | 140.64 |   3.90 |  15.27 |   0.10 |    NaN |   0.20 |  14.17 |    NaN |    NaN |  13.13 |
  NGC7782                 | UGC12834,SDSSJ235353.88+075814.1,PGC072788,NGC7782,MCG+01-60-048,IRAS23513+0741,CGCG407-073,AGC012834,2MASXJ23535389+0758138                                                                                                                                                                                         |     72788 |  34.47 |    NaN |   23.89830 |    7.97059 |     5359 |        8 |     5379 |        4 |     5382 |  175.3 |   57.4 |     0.24 |     0.05 | Sb    |      | R     |           |             |   3.0 |   0.3 |     1.39 |     0.04 | 267.54 |   6.94 | 317.45 |   8.58 |  14.87 |   0.23 |  12.97 |   0.22 |  12.48 |   0.10 |   0.72 |  11.39 |
  UGC12864                | UGC12864,PGC073023,MCG+05-01-011,LGG001:[G93]004,KUG2354+307,KIG1048,IRAS23548+3043,CGCG499-017,CGCG498-045,AGC012864,2MFGC17989,2MASXJ23572399+3059317                                                                                                                                                              |     73023 |  34.23 |    NaN |   23.95667 |   30.99215 |     4684 |        4 |     4684 |        4 |     4814 |   98.1 |   73.8 |     0.43 |     0.03 | SBb   | B    |       |           |             |   3.1 |   0.4 |     1.20 |     0.03 | 119.71 |   3.17 | 124.65 |   3.32 |  15.06 |   0.17 |  13.70 |   0.23 |  13.85 |    NaN |    NaN |  12.84 |
  PGC073143               | PGC1061600,PGC073143,MCG-01-01-012,6dFJ2359108-041131,2MFGC18012,2MASXJ23591078-0411305                                                                                                                                                                                                                              |     73143 |  34.60 |    NaN |   23.98634 |   -4.19191 |     5765 |       15 |     5786 |        8 |     5726 |   70.0 |   90.0 |     0.66 |     0.03 | Sb    |      |       |           |             |   3.2 |   0.7 |     1.20 |     0.04 | 171.60 |   8.86 | 171.60 |    NaN |  16.96 |   0.09 |    NaN |   0.16 |  13.94 |    NaN |    NaN |  12.55 |
  VV331                   | VV331,KPG083,ARP118                                                                                                                                                                                                                                                                                                  |   3166723 |    NaN |    NaN |    2.91972 |   -0.18070 |      NaN |      NaN |      NaN |      NaN |      NaN |    NaN |    NaN |      NaN |      NaN |       |      |       |           |             |   NaN |   NaN |      NaN |      NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.31 |    NaN |    NaN |    NaN |    NaN |
  UGC11958                | UGC11958,KPG564,CGCG428-058,ARP169,2ZW172                                                                                                                                                                                                                                                                            |   3168448 |    NaN |    NaN |   22.24636 |   13.84000 |      NaN |      NaN |      NaN |      NaN |      NaN |  131.0 |    NaN |      NaN |      NaN |       |      |       |           |             |   NaN |   NaN |      NaN |      NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.28 |  14.02 |    NaN |    NaN |    NaN |
  NGC2558                 | UGC04331,SDSSJ081912.76+203038.6,PGC023337,NPM1G+20.0168,NGC2563:[ZM98]0004,NGC2558,MCG+04-20-022,LGG158:[G93]002,CGCG119-050,ADBSJ081915+2030,2MASXJ08191278+2030385                                                                                                                                                |     23337 |  34.32 |    NaN |    8.32021 |   20.51070 |     4980 |        4 |     4998 |        5 |     5024 |  158.8 |   53.2 |     0.19 |     0.03 | Sab   | B    |       |           |             |   2.0 |   0.3 |     1.16 |     0.04 | 183.74 |   4.58 | 229.57 |   5.91 |  15.15 |   0.13 |    NaN |   0.21 |  13.37 |   0.22 |   0.74 |  12.12 |
  UGC03944                | UGC03944,SDSSJ073836.51+373800.6,SDSSJ073836.50+373800.6,SDSSJ073836.50+373800.5,PGC021475,MCG+06-17-024,LGG148:[G93]007,KIG0199,IRAS07352+3744,CGCG177-041,2MIG1008,2MASXJ07383651+3738002                                                                                                                          |     21475 |  33.82 |    NaN |    7.64347 |   37.63349 |     3898 |        2 |     3897 |        4 |     4016 |  127.3 |   72.1 |     0.45 |     0.04 | Sc    |      | R     |           |             |   5.7 |   0.6 |     0.84 |     0.06 | 124.54 |   4.15 | 130.87 |   4.39 |  15.37 |   0.19 |    NaN |   0.27 |  13.90 |    NaN |    NaN |  13.20 |
  UGC04258                | UGC04258,SDSSJ081047.79+465444.2,SDSSJ081047.79+465444.1,SDSSJ081047.78+465444.2,SDSSJ081047.77+465444.3,PGC022941,MCG+08-15-046,LOG185,CGCG236-031,2MFGC06481,2MASXJ08104758+4654455                                                                                                                                |     22941 |  33.41 |    NaN |    8.17993 |   46.91243 |     3124 |        1 |     3123 |        4 |     3289 |  123.1 |   76.2 |     0.54 |     0.02 | SABc  | B    |       |           |             |   6.4 |   0.9 |     1.00 |     0.05 |  89.30 |   3.04 |  91.96 |   3.14 |  15.73 |   0.21 |    NaN |   0.22 |  14.62 |    NaN |    NaN |  14.67 |
  UGC04461                | UGC04461,SDSSJ083322.67+523156.2,SDSSJ083322.67+523156.1,SDSSJ083322.66+523156.1,SDSSJ083322.65+523156.4,PGC023996,MCG+09-14-057,IRAS08296+5242,CGCG263-045,2MASXJ08332263+5231566                                                                                                                                   |     23996 |  34.39 |    NaN |    8.55630 |   52.53229 |     4988 |        2 |     4996 |        5 |     5179 |   43.9 |   77.8 |     0.51 |     0.03 | Sbc   |      |       | M         |             |   4.0 |   0.3 |     1.14 |     0.04 | 298.40 |  14.06 | 305.29 |  14.42 |  15.37 |   0.09 |  13.10 |   0.16 |  13.56 |    NaN |    NaN |  13.37 |
  UGC10796                | UGC10796,SDSSJ171647.72+615512.6,SDSSJ171647.72+615512.4,PGC059997,MCG+10-24-124,KUG1716+619,CGCG300-004,CGCG299-071,2MASXJ17164764+6155124                                                                                                                                                                          |     59997 |  33.44 |    NaN |   17.27992 |   61.92011 |     3073 |        4 |     3110 |        6 |     3364 |   73.6 |   72.5 |     0.42 |     0.03 | Sb    | B    |       | M         |             |   3.4 |   1.3 |     1.11 |     0.04 |  64.88 |   5.60 |  68.04 |   5.88 |  16.08 |   0.09 |    NaN |   0.08 |  14.04 |    NaN |    NaN |  13.80 |
  IC2402                  | SDSSJ084759.04+314708.4,SDSSJ084759.04+314708.3,PGC024720,NPM1G+31.0140,MCG+05-21-010,IC2402,CGCG150-033,4C+31.32,2MASXJ08475906+3147083                                                                                                                                                                             |     24720 |  37.40 |    NaN |    8.79973 |   31.78568 |    20178 |        4 |      NaN |      NaN |    20284 |    NaN |   26.3 |     0.04 |     0.03 | S0-a  |      |       |           |             |  -1.1 |   2.3 |     0.91 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  14.95 |    NaN |    NaN |  13.19 |
  UGC12463                | UGC12463,SDSSJ231546.56+131725.0,SDSSJ231546.55+131725.0,SDSSJ231546.55+131724.9,PGC070864,NGC7559B,NGC7559,MCG+02-59-013,CGCG431-028:,2MASXJ23154653+1317253                                                                                                                                                        |     70864 |  34.13 |    NaN |   23.26294 |   13.29030 |     4567 |        2 |      NaN |      NaN |     4630 |    NaN |   28.7 |     0.04 |     0.04 | E-S0  |      |       | M         |             |  -3.2 |   0.7 |     1.11 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.23 |  13.91 |    NaN |    NaN |  12.40 |
  UGC12633                | UGC12633,SDSSJ233013.65+154539.7,SDSSJ233013.64+154539.6,PGC071607,MCG+02-59-050,LGG477:[G93]005,IRAS23277+1529,CGCG454-076,CGCG431-076,AGC012633,2MASXJ23301365+1545396                                                                                                                                             |     71607 |  33.95 |    NaN |   23.50379 |   15.76103 |     4172 |        9 |     4212 |        6 |     4241 |  144.5 |   50.9 |     0.17 |     0.03 | SBa   | B    |       | M         |             |   1.3 |   2.7 |     0.94 |     0.05 | 144.81 |   5.95 | 186.61 |   7.86 |  15.52 |   0.18 |  11.92 |   0.22 |  14.62 |    NaN |    NaN |  12.90 |
  IC3631                  | [RG2008]J189.95004+12.97396,VCC1809,UGC07825,SDSSJ123948.01+125826.2,SDSSJ123948.00+125826.2,PGC042389,NPM1G+13.0314,MCG+02-32-169,IC3631,EVCC1006,CGCG070-204,2MASXJ12394804+1258261                                                                                                                                |     42389 |  33.13 |    NaN |   12.66334 |   12.97394 |     2801 |       13 |     2797 |       12 |     2896 |   91.0 |   54.1 |     0.17 |     0.03 | S0-a  |      |       |           |             |  -1.2 |   1.7 |     1.02 |     0.04 |  41.38 |   4.94 |  51.07 |   6.14 |  18.68 |   0.20 |    NaN |   0.17 |  14.01 |    NaN |    NaN |  13.08 |
  PGC013426               | SDSSJ033839.17-052050.4,SDSSJ033839.16-052050.4,PGC013426,MCG-01-10-015,6dFJ0338391-052051,2MASXJ03383910-0520505                                                                                                                                                                                                    |     13426 |  33.84 |    NaN |    3.64421 |   -5.34733 |     4133 |        3 |      NaN |      NaN |     4027 |   79.9 |   75.2 |     0.52 |     0.03 | Scd   |      |       |           |             |   6.6 |   1.1 |     1.16 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.21 |  13.75 |    NaN |    NaN |  13.38 |
  NGC5971                 | UGC09929,SDSSJ153536.90+562742.3,SDSSJ153536.90+562742.1,SDSSJ153536.90+562742.0,SDSSJ153536.89+562742.0,PGC055529,NGC5971,MCG+09-26-002,CGCG297-019,2MASXJ15353688+5627424                                                                                                                                          |     55529 |  33.61 |    NaN |   15.59358 |   56.46168 |     3364 |        2 |      NaN |      NaN |     3644 |  132.2 |   73.2 |     0.37 |     0.03 | Sa    |      | R     |           |             |   1.1 |   0.5 |     1.10 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  14.29 |    NaN |    NaN |  13.11 |
  NGC7364                 | UGC12174,SDSSJ224424.37-000943.5,SDSSJ224424.37-000943.4,SDSSJ224424.36-000943.5,SDSSJ224424.36-000943.4,PGC069630,NGC7364,MCG+00-58-001,CGCG379-002,AGC012174,6dFJ2244244-000943,2MIG3083,2MASXJ22442436-0009432                                                                                                    |     69630 |  34.24 |    NaN |   22.74010 |   -0.16209 |     4846 |        2 |     4851 |        4 |     4855 |   66.1 |   51.8 |     0.17 |     0.03 | S0-a  |      | R     |           |             |   0.2 |   1.1 |     1.22 |     0.03 | 181.47 |   5.93 | 230.86 |   7.75 |  15.21 |   0.11 |    NaN |   0.28 |  13.05 |    NaN |    NaN |  11.91 |
  PGC013535               | SDSSJ034042.98-062454.6,SDSSJ034042.98-062454.5,PGC013535,MCG-01-10-019,6dFJ0340430-062455,2MASXJ03404296-0624544                                                                                                                                                                                                    |     13535 |  34.37 |    NaN |    3.67861 |   -6.41513 |     5243 |        2 |     5248 |        6 |     5132 |    6.9 |   74.2 |     0.49 |     0.03 | SABc  | B    | R     | M         |             |   5.8 |   0.7 |     1.26 |     0.03 | 115.97 |   5.97 | 120.51 |   6.22 |  15.46 |   0.09 |    NaN |   0.24 |  13.54 |    NaN |    NaN |  13.04 |
  PGC065095               | SDSSJ203749.97-060526.8,SDSSJ203749.97-060526.7,PGC065095,NPM1G-06.0515,MCG-01-52-012,2MASXJ20374997-0605271                                                                                                                                                                                                         |     65095 |  33.76 |    NaN |   20.63055 |   -6.09075 |     3859 |        2 |      NaN |      NaN |     3882 |   72.7 |   60.0 |     0.14 |     0.08 | E     |      |       |           |             |  -4.0 |   1.7 |     1.06 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.27 |  14.27 |    NaN |    NaN |  12.78 |
