#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC1705                 | PGC016282,NGC1705,LOG122,IRAS04531-5326,HIPASSJ0454-53,ESOLV1580130,ESO158-013,6dFJ0454135-532139,2MIG0638,2MASXJ04541350-5321398,2MASSJ04541345-5321393                                                                                                                                                                                            |     16282 |    NaN |  28.79 |    4.90375 |  -53.36103 |      629 |        5 |      631 |        4 |      350 |   53.1 |   48.4 |     0.11 |     0.03 | E-S0  |      |       |           |             |  -2.7 |   0.8 |     1.27 |     0.03 |  58.42 |   2.19 |  78.08 |   3.06 |  14.49 |   0.17 |  13.15 |   0.04 |  12.75 |  -0.46 |   0.36 |  11.78 |
  UGC03214                | UGC03214,PGC1151201,PGC016420,MCG+00-13-048,IRAS04553-0012,HIPASSJ0458-00,FGC0076A,CGCG394-051,2MFGC04066,2MASXJ04575664-0007328                                                                                                                                                                                                                    |     16420 |  34.23 |  34.23 |    4.96573 |   -0.12555 |     4909 |        4 |     4907 |        4 |     4822 |   56.3 |   67.0 |     0.34 |     0.03 | Sb    |      |       |           |             |   3.0 |   0.4 |     1.09 |     0.04 | 263.02 |   6.15 | 285.83 |   6.76 |  15.42 |   0.09 |  13.26 |   0.38 |  13.41 |    NaN |    NaN |  11.25 |
  NGC1744                 | PGC772461,PGC016517,NGC1744,MCG-04-12-029,IRAS04579-2606,IRAS04579-2605,HIPASSJ0459-26,ESOLV4860050,ESO486-005,AGC023923,2MIG0646,2MASXJ04595780-2601199                                                                                                                                                                                            |     16517 |  29.52 |  29.95 |    4.99944 |  -26.02434 |      742 |        2 |      741 |        3 |      540 |  168.9 |   69.9 |     0.42 |     0.03 | SBcd  | B    |       |           |             |   6.7 |   1.4 |     1.72 |     0.02 |  85.54 |   1.28 |  91.07 |   1.39 |  12.50 |   0.12 |  13.11 |   0.18 |  10.77 |  -0.22 |   0.35 |  10.42 |
  NGC1809                 | PGC016599,NGC1809,IRAS05023-6937,HIPASSJ0502-69,ESOLV0560480,ESO056-048,2MASXJ05020500-6934058                                                                                                                                                                                                                                                      |     16599 |  30.87 |    NaN |    5.03482 |  -69.56791 |     1301 |        2 |     1300 |        3 |     1005 |  143.0 |   70.5 |     0.41 |     0.10 | Sc    |      |       |           |             |   5.0 |   0.5 |     1.57 |     0.06 | 111.77 |   2.98 | 118.59 |   3.25 |  13.34 |   0.15 |  12.15 |   1.03 |  11.47 |  -0.07 |   0.55 |  11.92 |
  NGC1792                 | PGC016709,NGC1792,MCG-06-12-004,LGG127:[G93]001,IRAS05035-3802,HIPASSJ0505-37,ESOLV3050060,ESO305-006,AGC024019,6dFJ0505144-375851,2MASXJ05051445-3758507                                                                                                                                                                                           |     16709 |  30.78 |  30.10 |    5.08734 |  -37.98064 |     1211 |        4 |     1207 |        4 |      969 |  135.9 |   62.8 |     0.30 |     0.03 | Sbc   | B    |       |           |             |   4.0 |   0.2 |     1.74 |     0.03 | 137.04 |   2.05 | 154.10 |   2.36 |  13.75 |   0.13 |   9.38 |   0.10 |  10.19 |   0.01 |   0.59 |   9.48 |
  NGC1808                 | PGC016779,NGC1808,MRC0505-375,MCG-06-12-005,LGG127:[G93]002,IRAS05059-3734,HIPASSJ0507-37,ESOLV3050080,ESO305-008,6dFJ0507423-373046,2MASXJ05074234-3730469                                                                                                                                                                                         |     16779 |  30.30 |  30.45 |    5.12843 |  -37.51292 |      999 |        4 |      998 |        3 |      758 |  134.7 |   83.9 |     0.47 |     0.04 | Sa    | B    | R     |           |             |   1.2 |   0.5 |     1.73 |     0.02 | 122.32 |   3.63 | 123.01 |   3.68 |  13.02 |   0.15 |   8.28 |   0.13 |  10.28 |   0.18 |   0.69 |   8.68 |
  PGC016795               | PGC1530971,PGC016795,IRAS05054+1718,CGCG469-001,CGCG468-002,2MASXJ05081970+1721477,2MASXJ05081967+1721483                                                                                                                                                                                                                                           |     16795 |  34.52 |    NaN |    5.13880 |   17.36342 |     5526 |       19 |     5534 |       13 |     5528 |   90.0 |   49.0 |     0.15 |     0.03 | S0-a  |      |       | M         |             |   0.4 |   2.2 |     0.92 |     0.05 | 296.50 |  21.42 | 392.83 |  28.83 |    NaN |    NaN |  10.71 |   1.53 |  13.63 |    NaN |    NaN |    NaN |
  ESO362-011              | PGC017027,MCG-06-12-012,LGG127:[G93]006,IRAS05149-3709,HIPASSJ0516-37,ESOLV3620110,ESO362-011,AGC024159,2MFGC04306,2MASXJ05163880-3706090                                                                                                                                                                                                           |     17027 |  31.11 |  31.05 |    5.27767 |  -37.10179 |     1345 |        3 |     1345 |        4 |     1105 |   75.6 |   90.0 |     0.78 |     0.03 | Sbc   |      |       |           |             |   4.3 |   0.7 |     1.69 |     0.02 | 126.81 |   1.99 | 126.81 |    NaN |  13.16 |   0.14 |  11.74 |   0.20 |  11.62 |    NaN |    NaN |  11.39 |
  NGC1954                 | PGC017422,NPM1G-14.0248,NGC1954,MCG-02-15-003,IRAS05305-1405,HIPASSJ0532-14,AGC450069,2MASXJ05324835-1403460                                                                                                                                                                                                                                        |     17422 |  33.19 |    NaN |    5.54676 |  -14.06278 |     3126 |        3 |     3127 |        4 |     2974 |  149.3 |   61.5 |     0.29 |     0.03 | Sbc   |      |       |           |             |   4.4 |   0.6 |     1.56 |     0.03 | 206.68 |   4.27 | 235.08 |   4.95 |  13.73 |   0.11 |  12.45 |   0.62 |  11.44 |  -0.11 |   0.41 |  11.53 |
  NGC1964                 | PGC017436,NGC1964,MCG-04-14-003,IRAS05312-2158,HIPASSJ0533-21,ESOLV5540100,ESO554-010,AGC024354,6dFJ0533217-215644,2MASXJ05332175-2156447                                                                                                                                                                                                           |     17436 |  31.70 |  31.71 |    5.55604 |  -21.94575 |     1660 |        3 |     1661 |        3 |     1475 |   31.4 |   67.1 |     0.34 |     0.03 | SABb  | B    |       |           |             |   3.3 |   0.6 |     1.71 |     0.02 | 190.07 |   1.94 | 206.37 |   2.17 |  13.30 |   0.11 |  10.68 |   0.15 |  10.86 |   0.12 |   0.66 |   9.54 |
  NGC1961                 | UGC03334,PGC017625,NGC1961,MCG+12-06-007,LGG132:[G93]002,IRAS05365+6921,IC2133,CGCG329-008,ARP184,2MASXJ05420477+6922421                                                                                                                                                                                                                            |     17625 |  33.91 |  34.49 |    5.70133 |   69.37866 |     3935 |        3 |     3936 |        4 |     4170 |   85.0 |   47.0 |     0.15 |     0.04 | SABb  | B    |       |           |             |   4.2 |   1.0 |     1.65 |     0.03 | 326.78 |   9.53 | 446.53 |  13.80 |  13.22 |   0.10 |  10.77 |   0.54 |  10.97 |    NaN |   0.56 |    NaN |
  NGC2090                 | PGC017819,NGC2090,MCG-06-13-009,IRAS05452-3416,HIPASSJ0547-34,ESOLV3630230,ESO363-023,AGC024538,6dFJ0547019-341502,2MIG0752,2MASXJ05470188-3415021                                                                                                                                                                                                  |     17819 |  30.07 |  30.33 |    5.78386 |  -34.25053 |      922 |        2 |      922 |        3 |      692 |   16.5 |   71.7 |     0.43 |     0.04 | Sc    |      |       |           |             |   4.5 |   1.8 |     1.65 |     0.04 | 128.65 |   2.02 | 135.54 |   2.17 |  12.77 |   0.11 |  11.69 |   0.17 |  10.61 |   0.07 |   0.67 |   9.44 |
  ESO005-004              | PGC018394,IRAS06220-8636,IRAS06219-8636,HIPASSJ0606-86,ESOLV0050040,ESO005-004,2MFGC04913,2MASXJ06054236-8637553,2MASXJ06054172-8637550                                                                                                                                                                                                             |     18394 |  31.81 |  32.04 |    6.09492 |  -86.63187 |     1866 |        6 |     1867 |        5 |     1578 |   93.2 |   90.0 |     0.69 |     0.02 | Sb    |      |       |           |             |   2.8 |   0.7 |     1.57 |     0.02 | 193.89 |   5.50 | 193.89 |    NaN |  13.75 |   0.17 |  10.74 |   0.61 |  12.01 |    NaN |    NaN |  10.62 |
  ESO121-006              | RFGC1049,PGC018437,IRAS06070-6147,HIPASSJ0607-61,FGCE0562,ESOLV1210060,ESO121-006,AGC024854,6dFJ0607297-614827,2MFGC04933,2MASXJ06072985-6148272                                                                                                                                                                                                    |     18437 |  30.69 |  31.34 |    6.12494 |  -61.80760 |     1210 |        3 |     1210 |        4 |      921 |   40.4 |   90.0 |     0.72 |     0.04 | Sc    |      |       |           |             |   5.2 |   0.5 |     1.62 |     0.03 | 130.27 |   1.43 | 130.27 |    NaN |  13.54 |   0.17 |  11.08 |   0.22 |   9.19 |   0.21 |   0.62 |  11.33 |
  NGC2207                 | UGCA124,PGC018749,NGC2207,MRC0614-213,MCG-04-15-020,IRAS06142-2121,HIPASSJ0616-21,ESOLV5560080,ESO556-008,AGC024971,2MASXJ06162209-2122217                                                                                                                                                                                                          |     18749 |  32.87 |    NaN |    6.27279 |  -21.37271 |     2748 |        2 |     2748 |        4 |     2567 |  115.9 |   58.2 |     0.25 |     0.03 | SABc  | B    | R     | M         |             |   4.6 |   0.7 |     1.69 |     0.03 | 123.54 |   4.03 | 145.41 |   4.83 |  13.25 |   0.18 |  10.46 |   0.38 |  11.33 |    NaN |   0.53 |   9.64 |
  IC2163                  | UGCA125,PGC829131,PGC018751,MCG-04-15-021,IC2163,ESOLV5560090,ESO556-009,2MASXJ06162800-2122330                                                                                                                                                                                                                                                     |     18751 |  32.91 |  31.30 |    6.27444 |  -21.37590 |     2788 |        5 |     2788 |        7 |     2608 |  102.6 |   78.2 |     0.55 |     0.03 | Sc    | B    |       | M         |             |   5.2 |   0.8 |     1.53 |     0.03 | 170.09 |  15.13 | 173.77 |  15.47 |  13.84 |   0.31 |    NaN |   0.38 |  10.45 |    NaN |   0.42 |  10.19 |
  NGC2146                 | UGC03429,PGC018797,NGC2146,MCG+13-05-022,KPG110A,IRAS06107+7822,IRAS06106+7822,CGCG348-017,4C+78.06,2MASXJ06183771+7821252                                                                                                                                                                                                                          |     18797 |  31.18 |  32.13 |    6.31046 |   78.35693 |      896 |        5 |      898 |        6 |     1157 |  123.0 |   37.4 |     0.09 |     0.06 | SBab  | B    |       | M         |             |   2.3 |   0.7 |     1.73 |     0.02 | 177.36 |   6.23 | 292.24 |  11.64 |  13.23 |   0.11 |   7.89 |   0.41 |   9.99 |   0.20 |   0.67 |   9.43 |
  UGC03489                | UGC03489,RFGC1104,PGC019249,IRAS06305+2104,HIPASSJ0633+21,FGC0574,2MIG0860,2MASXJ06333350+2102135                                                                                                                                                                                                                                                   |     19249 |  34.51 |  34.56 |    6.55931 |   21.03708 |     5455 |        2 |     5455 |        3 |     5481 |  122.2 |   90.0 |     0.76 |     0.03 | Sbc   |      |       |           |             |   4.0 |   0.3 |     1.14 |     0.05 | 222.39 |   5.38 | 222.39 |    NaN |  14.60 |   0.26 |  12.26 |   1.40 |  13.38 |    NaN |    NaN |    NaN |
  NGC2280                 | UGCA131,PGC019531,NGC2280,MCG-05-16-020,LGG138:[G93]001,IRAS06428-2735,HIPASSJ0644-27,ESOLV4270020,ESO427-002,AGC025325,6dFJ0644491-273818,2MASXJ06444911-2738189                                                                                                                                                                                   |     19531 |  32.02 |  31.95 |    6.74697 |  -27.63849 |     1914 |       28 |     1898 |        3 |     1713 |  164.2 |   66.2 |     0.36 |     0.03 | Sc    |      |       |           |             |   5.9 |   0.4 |     1.81 |     0.02 | 175.37 |   1.88 | 191.63 |   2.10 |  12.54 |   0.12 |  11.08 |   0.44 |   9.98 |   0.02 |   0.42 |   9.74 |
  NGC2293                 | VV178:,PGC019619,NGC2293,MCG-04-16-023,LGG138:[G93]002,IRAS06457-2641,HIPASSJ0647-26,ESOLV4900490,ESO490-049,CGMW2-00042,2MASXJ06474291-2645156                                                                                                                                                                                                     |     19619 |  32.16 |  31.14 |    6.79520 |  -26.75382 |     2037 |        7 |     2039 |        7 |     1839 |  129.8 |   43.4 |     0.11 |     0.05 | S0-a  | B    |       | M         |             |  -1.0 |   0.6 |     1.64 |     0.03 | 189.67 |  10.01 | 276.03 |  15.48 |  15.11 |   0.17 |    NaN |   0.52 |  11.69 |    NaN |   0.92 |   9.36 |
  NGC2310                 | PGC019811,NGC2310,MCG-07-15-001,ESOLV3090070,ESO309-007,6dFJ0653540-405146,2MIG0903,2MFGC05487,2MASXJ06535395-4051453                                                                                                                                                                                                                               |     19811 |  30.69 |    NaN |    6.89832 |  -40.86275 |     1164 |       18 |      NaN |      NaN |      920 |   45.9 |   90.0 |     0.68 |     0.04 | S0    |      |       |           |             |  -2.0 |   0.5 |     1.66 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.46 |  11.48 |   0.30 |   0.80 |  10.36 |
  NGC2380                 | PGC020916,NGC2382,NGC2380,MCG-05-18-005,ESOLV4920120,ESO492-012,CGMW2-00842,2MIG0973,2MASXJ07235474-2731446                                                                                                                                                                                                                                         |     20916 |  31.86 |  32.03 |    7.39851 |  -27.52906 |     1782 |       37 |      NaN |      NaN |     1587 |    NaN |   20.4 |     0.02 |     0.04 | S0    | B    |       |           |             |  -2.0 |   0.8 |     1.40 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   1.33 |  10.93 |    NaN |   0.74 |   9.45 |
  ESO428-031              | PGC020956,IRAS07231-3223,HIPASSJ0725-32,ESOLV4280310,ESO428-031,CGMW2-00867,2MASXJ07250156-3229565                                                                                                                                                                                                                                                  |     20956 |  31.97 |    NaN |    7.41710 |  -32.49903 |     1916 |        7 |     1918 |        4 |     1704 |   79.9 |   87.2 |     0.73 |     0.05 | Sc    |      |       |           |             |   5.9 |   0.5 |     1.33 |     0.05 | 123.42 |   3.39 | 123.56 |   3.40 |  14.82 |   0.09 |  12.36 |   1.02 |  12.24 |    NaN |    NaN |  12.21 |
  NGC2336                 | UGC03809,PGC021033,NGC2336,MCG+13-06-006,KPG132A,IRAS07184+8016,CGCG349-004,CGCG348-034,2MASXJ07270405+8010410                                                                                                                                                                                                                                      |     21033 |  32.77 |  32.51 |    7.45113 |   80.17806 |     2202 |        3 |     2203 |        3 |     2468 |  175.0 |   58.3 |     0.25 |     0.04 | Sbc   | B    | R     |           |             |   4.0 |   0.3 |     1.70 |     0.03 | 206.48 |   3.68 | 242.66 |   4.48 |  13.20 |   0.11 |  12.10 |   0.14 |  10.63 |  -0.01 |   0.53 |    NaN |
  NGC2366                 | UGC03851,PGC2728534,PGC021102,NGC2366,MCG+12-07-040,KPG133B,IRAS07233+6917,DDO042,CGCG330-038                                                                                                                                                                                                                                                       |     21102 |    NaN |  27.58 |    7.48169 |   69.21496 |       99 |        2 |      100 |        2 |      339 |   30.5 |   90.0 |     0.48 |     0.03 | IB    | B    |       |           |             |   9.8 |   0.6 |     1.64 |     0.02 |  38.48 |   0.82 |  38.48 |    NaN |  11.95 |   0.12 |  11.96 |   0.16 |  10.52 |    NaN |   0.35 |    NaN |
  NGC2442                 | PGC278620,PGC021373,NGC2443,NGC2442,LGG147:[G93]003,IRAS07367-6924,IRAS07365-6925,IRAS07365-6924,HIPASSJ0736-69,ESOLV0590080,ESO059-008,2MASXJ07362384-6931509                                                                                                                                                                                      |     21373 |  31.18 |  31.63 |    7.60661 |  -69.53075 |     1458 |        7 |     1467 |        6 |     1168 |   23.2 |   50.6 |     0.18 |     0.03 | Sbc   | B    |       |           |             |   3.7 |   0.6 |     1.67 |     0.03 | 174.35 |   7.82 | 225.61 |  10.31 |  12.84 |   0.17 |    NaN |   0.88 |  10.27 |   0.05 |   0.58 |    NaN |
  NGC2427                 | PGC021375,NGC2427,IRAS07350-4731,HIPASSJ0736-47,ESOLV2080270,ESO208-027,AGC025757,2MASXJ07362817-4738079                                                                                                                                                                                                                                            |     21375 |  30.18 |  30.07 |    7.60780 |  -47.63542 |      973 |        3 |      973 |        4 |      718 |  122.2 |   83.6 |     0.37 |     0.03 | SABd  | B    |       |           |             |   7.8 |   0.8 |     1.76 |     0.02 | 110.40 |   1.59 | 111.09 |   1.63 |  12.88 |   0.17 |  11.42 |   0.93 |  10.70 |  -0.36 |   0.56 |   9.91 |
  ESO311-012              | PGC021815,MCG-07-16-001,ESOLV3110120,ESO311-012,2MFGC06172,2MASXJ07473405-4127077                                                                                                                                                                                                                                                                   |     21815 |  30.60 |    NaN |    7.79279 |  -41.45204 |     1131 |        5 |     1131 |        8 |      893 |   15.3 |   90.0 |     0.78 |     0.05 | S0-a  |      |       |           |             |   0.0 |   0.5 |     1.64 |     0.03 |  95.90 |   6.42 |  95.90 |    NaN |  16.39 |   0.33 |    NaN |   1.59 |  10.93 |    NaN |    NaN |   9.55 |
  ESO560-013              | ZOAG236.01+03.37,PGC021822,MCG-03-20-001,IRAS07456-1837,HIZOAJ0747-18,ESO560-013,CGMW2-01265,2MFGC06176,2MASXJ07475204-1844564                                                                                                                                                                                                                      |     21822 |  33.27 |  33.56 |    7.79778 |  -18.74877 |     3238 |        3 |     3238 |        4 |     3084 |  138.8 |   90.0 |     0.75 |     0.03 | SBbc  | B    |       |           |             |   4.0 |   0.5 |     1.52 |     0.03 | 236.04 |   7.00 | 236.04 |    NaN |  14.42 |   0.08 |  12.31 |   1.66 |  10.99 |    NaN |    NaN |  10.67 |
  ESO209-009              | RFGC1295,PGC022338,IRAS07568-4942,HIPASSJ0758-49,FGCE0684,ESOLV2090090,ESO209-009,2MIG1056,2MFGC06324,2MASXJ07581543-4951154,2MASXJ07581500-4951050                                                                                                                                                                                                 |     22338 |  30.50 |  30.50 |    7.97094 |  -49.85438 |     1119 |        3 |     1119 |        4 |      861 |  153.3 |   90.0 |     0.80 |     0.04 | SBc   | B    |       |           |             |   6.1 |   0.7 |     1.81 |     0.02 | 141.35 |   3.59 | 141.35 |    NaN |  12.53 |   0.17 |  10.55 |   1.12 |   9.69 |    NaN |    NaN |  10.01 |
  ESO494-026              | ZOAG245.71+02.41,PGC022746,IRAS08041-2723,IRAS08041-2722,HIZOAJ0806-27,HIPASSJ0806-27,ESOLV4940260,ESO494-026,CGMW2-02212,AGC025934,2MASXJ08061109-2731422                                                                                                                                                                                          |     22746 |  30.30 |  29.06 |    8.10308 |  -27.52845 |      964 |        2 |      964 |        3 |      778 |  150.7 |   50.7 |     0.18 |     0.05 | SABb  | B    |       |           |             |   3.3 |   1.0 |     1.61 |     0.03 | 112.14 |   3.47 | 144.96 |   4.71 |  12.51 |   0.08 |  11.01 |   1.82 |  10.38 |    NaN |    NaN |   8.81 |
  ESO431-001              | ZOAG248.93+03.31,PGC023242,PGC023216,MCG-05-20-003,IRAS08155-2934,HIZOAJ0817-29B,HIPASSJ0817-29,ESO431-001,CGMW2-03124,2MASXJ08173846-2943505                                                                                                                                                                                                       |     23216 |  31.70 |    NaN |    8.29402 |  -29.73073 |     1656 |        2 |     1656 |        3 |     1465 |    NaN |   31.8 |     0.07 |     0.06 | Sc    |      | R     |           |             |   5.0 |   0.5 |     1.22 |     0.07 |  69.09 |   2.07 | 131.07 |   4.75 |  14.82 |   0.08 |  12.57 |   1.44 |    NaN |    NaN |    NaN |    NaN |
  NGC2559                 | ZOAG246.97+04.48,VV475,UGCA136,PGC023222,NGC2559,MCG-04-20-003,IRAS08150-2718,HIZOAJ0817-27,HIPASSJ0817-27,ESOLV4940410,ESO494-041,CGMW2-03078,2MIG1111,2MASXJ08170607-2727209                                                                                                                                                                      |     23222 |  31.52 |  31.01 |    8.28502 |  -27.45572 |     1555 |        3 |     1556 |        4 |     1372 |    6.5 |   64.2 |     0.32 |     0.04 | SBc   | B    |       |           |             |   4.5 |   0.8 |     1.45 |     0.04 | 164.75 |   4.06 | 183.03 |   4.59 |  13.81 |   0.11 |   9.44 |   0.95 |  10.38 |    NaN |    NaN |   8.81 |
  ESO431-002              | ZOAG249.27+03.10,UGCA137,PGC023246,IRAS08156-2958,HIZOAJ0817-30,HIPASSJ0817-30,ESO431-002,CGMW2-03133,2MASXJ08174326-3007501,2MASSJ08174326-3007490                                                                                                                                                                                                 |     23246 |  31.64 |    NaN |    8.29535 |  -30.13046 |     1656 |        4 |     1656 |        4 |     1463 |   32.0 |   47.4 |     0.16 |     0.03 | SBc   | B    |       |           |             |   5.0 |   0.4 |     1.37 |     0.03 |  86.25 |   1.95 | 117.15 |   2.77 |  13.46 |   0.11 |  11.37 |   1.71 |  11.13 |    NaN |    NaN |  10.84 |
  NGC2566                 | UGCA138,PGC023303,NGC2566,MCG-04-20-008,IRAS08166-2520,HIPASSJ0818-25,ESOLV4950030,ESO495-003,CGMW2-03181,2MASXJ08184560-2529582                                                                                                                                                                                                                    |     23303 |  31.64 |  30.64 |    8.31267 |  -25.49950 |     1638 |        2 |     1641 |        5 |     1463 |   55.6 |   48.5 |     0.16 |     0.04 | Sb    | B    |       |           |             |   2.7 |   0.7 |     1.60 |     0.04 |  85.79 |   3.01 | 114.53 |   4.21 |  14.25 |   0.11 |   9.78 |   0.62 |  10.96 |   0.02 |   0.63 |   9.67 |
  UGC04305                | [RC2]A0813+70,UGC04305,PGC023324,MCG+12-08-033,LGG176:[G93]007,KUG0814+708,KIG0239,IRAS08140+7052,IRAS08138+7052,HOLMBERG2,HIJASSJ0818+70,DDO050,CGCG331-034,ARP268,7ZW223,2MASXJ08190497+7043121                                                                                                                                                   |     23324 |    NaN |  27.70 |    8.31788 |   70.72167 |      158 |        1 |      158 |        2 |      406 |   15.2 |   51.4 |     0.15 |     0.03 | I     |      |       |           |             |   9.9 |   0.5 |     1.90 |     0.02 |  23.36 |   0.39 |  29.88 |   0.53 |  11.98 |   0.10 |  12.84 |   0.14 |  10.74 |    NaN |   0.37 |    NaN |
  ESO495-009              | PGC023437,IRAS08192-2536,ESOLV4950090,ESO495-009,CGMW2-03287,2MFGC06597,2MASXJ08211745-2546302                                                                                                                                                                                                                                                      |     23437 |  31.39 |  31.24 |    8.35487 |  -25.77461 |     1466 |        3 |     1466 |        5 |     1291 |   34.2 |   90.0 |     0.63 |     0.03 | Sb    |      |       |           |             |   3.0 |   0.5 |     1.22 |     0.04 |  76.52 |   3.21 |  76.52 |    NaN |  15.53 |   0.12 |  13.55 |   0.61 |  13.56 |    NaN |    NaN |    NaN |
  NGC2640                 | RKK0162,PGC024229,NGC2640,IRAS08360-5456,ESO165-002,2MIG1160,2MASXJ08372462-5507254                                                                                                                                                                                                                                                                 |     24229 |  30.40 |    NaN |    8.62351 |  -55.12372 |     1051 |       28 |      NaN |      NaN |      788 |  104.0 |   37.5 |     0.07 |     0.03 | E-S0  | B    |       |           |             |  -2.9 |   0.5 |     1.67 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  11.40 |   1.29 |  10.78 |    NaN |    NaN |   9.03 |
  ESO371-026              | PGC025006,PGC024966,MCG-05-21-002,ESOLV3710260,ESO371-026,CGMW2-04473,2MASXJ08543250-3256149                                                                                                                                                                                                                                                        |     24966 |  32.30 |    NaN |    8.90903 |  -32.93747 |     2156 |       13 |      NaN |      NaN |     1962 |   76.1 |   90.0 |     0.63 |     0.03 | S0    | B    |       |           |             |  -1.5 |   1.6 |     1.43 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   1.34 |  12.34 |    NaN |    NaN |  10.36 |
  NGC2655                 | UGC04637,PGC2775931,PGC025069,NGC2655,MCG+13-07-010,LGG165:[G93]003,IRAS08491+7824,CGCG350-007,CGCG349-033,ARP225,2MASXJ08553773+7813230                                                                                                                                                                                                            |     25069 |  31.92 |  29.87 |    8.92734 |   78.22342 |     1385 |        9 |     1384 |        5 |     1652 |   16.0 |   66.2 |     0.28 |     0.03 | S0-a  | B    |       |           |             |   0.1 |   0.5 |     1.59 |     0.03 |  87.35 |   3.02 |  95.47 |   3.34 |  15.26 |   0.12 |  12.36 |   0.14 |  10.70 |   0.36 |   0.77 |    NaN |
  ESO314-002              | ZOAG261.50+04.10,PGC025167,MCG-06-20-004,IRAS08555-3904,HIZOAJ0857-39,HIPASSJ0857-39,ESOLV3140020,ESO314-002,2MASXJ08572861-3916064                                                                                                                                                                                                                 |     25167 |  30.30 |    NaN |    8.95794 |  -39.26850 |      979 |        5 |      979 |        5 |      763 |   20.6 |   52.5 |     0.09 |     0.07 | E     |      |       |           |             |  -5.0 |   2.0 |     1.13 |     0.09 | 146.26 |   4.02 | 184.38 |   6.02 |  13.52 |   0.15 |  12.81 |   3.29 |    NaN |    NaN |    NaN |   9.03 |
  NGC2715                 | UGC04759,PGC025676,NGC2715,MCG+13-07-015,LGG165:[G93]005,IRAS09018+7817,HIJASSJ0908+78,CGCG350-012,2MASXJ09080619+7805065,2MASSJ09080628+7805072                                                                                                                                                                                                    |     25676 |  31.86 |  31.89 |    9.13506 |   78.08526 |     1329 |        6 |     1323 |        3 |     1597 |   19.6 |   74.0 |     0.47 |     0.02 | SABc  | B    |       |           |             |   5.2 |   0.5 |     1.62 |     0.02 | 130.30 |   2.96 | 135.54 |   3.09 |  13.74 |   0.14 |  11.87 |   0.11 |  11.12 |  -0.18 |   0.44 |  10.48 |
  NGC2748                 | UGC04825,PGC026018,NGC2748,MCG+13-07-019,LGG165:[G93]006,IRAS09080+7640,HIJASSJ0913+76,CGCG350-014,2MASXJ09134319+7628311,2MASXJ09134303+7628312                                                                                                                                                                                                    |     26018 |  32.02 |  31.22 |    9.22862 |   76.47533 |     1478 |        3 |     1478 |        4 |     1743 |   38.7 |   68.1 |     0.37 |     0.06 | Sbc   |      |       |           |             |   4.0 |   0.1 |     1.42 |     0.05 | 129.01 |   3.23 | 139.02 |   3.56 |  13.79 |   0.10 |  10.82 |   0.12 |  11.69 |    NaN |   0.63 |  10.69 |
  NGC2822                 | PGC026026,NGC2822,IRAS09132-6926,ESOLV0610040,ESO061-004,2MASXJ09135049-6938420                                                                                                                                                                                                                                                                     |     26026 |  31.45 |  30.62 |    9.23056 |  -69.64482 |     1615 |       21 |      NaN |      NaN |     1335 |   93.8 |   72.4 |     0.16 |     0.05 | E     |      |       |           |             |  -4.5 |   1.2 |     1.60 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.92 |   0.41 |  11.12 |    NaN |    NaN |   9.54 |
  NGC2835                 | UGCA157,PGC026259,NGC2835,MCG-04-22-008,LGG172:[G93]002,IRAS09156-2208,HIPASSJ0917-22,ESOLV5640350,ESO564-035,AGC026385,6dFJ0917529-222117,2MASXJ09175290-2221168                                                                                                                                                                                   |     26259 |  30.30 |  29.53 |    9.29802 |  -22.35458 |      886 |        2 |      886 |        3 |      741 |  179.3 |   56.4 |     0.24 |     0.03 | Sc    | B    |       |           |             |   5.0 |   0.4 |     1.81 |     0.02 |  85.82 |   0.88 | 103.00 |   1.12 |  12.56 |   0.13 |  11.44 |   0.43 |  10.22 |  -0.23 |   0.34 |   9.42 |
  IC2469                  | UGCA163,PGC026561,MCG-05-22-008,IRAS09209-3214,IRAS09208-3214,IC2469,ESO433-017,2MFGC07289,2MASXJ09230105-3226591                                                                                                                                                                                                                                   |     26561 |  31.70 |  31.98 |    9.38362 |  -32.44977 |     1665 |        2 |     1666 |        3 |     1481 |   37.2 |   90.0 |     0.69 |     0.02 | SBab  | B    |       |           |             |   2.1 |   1.2 |     1.76 |     0.02 | 241.76 |   3.90 | 241.76 |    NaN |  14.97 |   0.09 |  13.03 |   0.62 |  10.68 |    NaN |    NaN |    NaN |
