# List of objects from CALIFA DR3
# readcol, 'gal_data/califa_dr3_release.txt', comment='#', format='A'
# Column 1: source name
# Column 2: ID number for CALIFA
# Column 3: RA
# Column 4: Dec
# Column 5: Has V500 cube (X=yes, O=no)
# Column 6: Has V1200 cube (X=yes, O=no)
# Column 7: Has Comb cube (X=yes, O=no)
# Column 8: NED Name
IC5376		1 	00:01:19 	+34:31:31 	X 	X 	X 	NED IC5376
UGC00005 	2 	00:03:05 	-01:54:49 	X 	X 	X 	NED UGC00005
UGC9837 	4027 	15:23:51 	+58:03:10 	X 	X 	X 	NED UGC9837
UGC12250 	4031 	22:55:35 	+12:47:25 	X 	X 	X 	NED UGC12250
NGC5947 	4034 	15:30:36 	+42:43:01 	X 	X 	X 	NED NGC5947
NGC1590 	5006 	04:31:09 	+07:37:51 	X 	O  	O  	NED NGC1590
UGC03552 	5007 	06:49:50 	+28:22:15 	X 	O  	O  	NED UGC03552
NGC2526 	5009 	08:06:58 	+08:00:14 	X 	O  	O  	NED NGC2526
IC2481 		5017 	09:27:28 	+03:55:46 	X 	O  	O  	NED IC2481
UGC5392 	5021 	10:01:35 	+21:36:27 	X 	O  	O  	NED UGC5392
MCG+08-19-17 	5024 	10:18:57 	+46:27:15 	X 	O  	O  	NED MCG+08-19-17
NGC3323 	5025 	10:39:38 	+25:19:22 	X 	O  	O  	NED NGC3323
IC701 		5031 	11:31:00 	+20:28:08 	X 	O  	O  	NED IC701
PGC0213858 	5033 	11:34:36 	+54:53:28 	X 	O  	O  	NED PGC0213858
PGC0035860 	5034 	11:35:50 	+34:16:55 	X 	O  	O  	NED PGC0035860
NGC4384 	5039 	12:25:11 	+54:30:22 	X 	O  	O  	NED NGC4384
IC3918 		5042 	12:56:53 	+22:22:24 	X 	O  	O  	NED IC3918
MCG+09-22-53 	5047 	13:22:31 	+54:49:05 	X 	O  	O  	NED MCG+09-22-53
NGC6373 	5063 	17:24:07 	+58:59:42 	X 	O  	O  	NED NGC6373
CGCG263-044 	7001 	08:32:42 	+52:26:32 	O  	X 	O  	NED CGCG263-044
NGC0426 	8000 	01:12:48 	-00:17:24 	X 	O  	O  	NED NGC0426
NGC0472 	9000 	01:20:28 	+32:42:32 	X 	O  	O  	NED NGC0472
NGC1270 	9001 	03:18:57 	+41:28:11 	X 	O  	O  	NED NGC1270
NGC1271 	9002 	03:19:10 	+41:21:11 	X 	O  	O  	NED NGC1271
NGC1281 	9004 	03:20:05 	+41:37:48 	X 	O  	O  	NED NGC1281
NGC2767 	9005 	09:10:11 	+50:24:04 	X 	O  	O  	NED NGC2767
PGC11179 	9007 	02:57:33 	+05:58:36 	X 	O  	O  	NED PGC11179
PGC32873 	9009 	10:56:15 	+42:19:59 	X 	O  	O  	NED PGC32873
